skid	name	paper_id	paper_name	annotations	synonyms	FBbt_ID
4413271	Protocerebral_DAN_input_c 12.8.0#8	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.8.0#8 (17042359)	neuron 4413272 [SMP.R]-[PVLP.R?] Turner AJES	
3730399	Protocerebral_DAN_input_c 11.9.3#9	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#9 (17042171)	not C11A 3730400 ASB JH	
4077746	Protocerebral_DAN_input_c 17.3.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.3.2 (17042672)	neuron 4077747 FW-L_R32	
3730390	DAN_USN_c 11.9.5#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), DAN_USN_c 11.9.5#4 (17041746)	LHON-C11 Ventral 3730391 ASB KJH	
3111192	Protocerebral_DAN_input_c 3.8.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.8.0#2 (17042946)	neuron 3111193 invisible ink RT JJ	
3110029	Protocerebral_DAN_input_c 15.11.2#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#6 (17042576)	Neuron 3110030 Kon-Tiki LT	
3107882	Protocerebral_DAN_input_c 17.4.2#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.2#4 (17042692)	Neuron 3107883 ex-JBeach NM JH	
3107397	Protocerebral_DAN_input_c 3.7.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.7.0#3 (17042934)	neuron 3107398 Jamestown LT	
3107104	Protocerebral_DAN_input_c 9.2.8#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.8#3 (17043048)	neuron 3107105 Speckled Band JJ JH	
3106997	Protocerebral_DAN_input_c 20.2.0#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 20.2.0#6 (17042798)	neuron two soma 3106998 NM	
3105448	Protocerebral_DAN_input_c 10.2.1#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.2.1#2 (17041995)	neuron 3105449 Corvette LT	
3102957	Protocerebral_DAN_input_c 13.13.4#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.13.4#3 (17042408)	neuron 3102958 Mont Blanc LT 	
3102897	Protocerebral_DAN_input_c 11.16.10#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.10#5 (17042085)	Neuron 3102898 Rival Fools JH	
3102527	Protocerebral_DAN_input_c 9.2.9	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.9 (17043050)	neuron 3102528 Lorentz LT	
3102226	Protocerebral_DAN_input_c 11.9.5_LHON02#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.5_LHON02#3 (17042225)	LHON-C11A-gamma 3102227 Goll JJ	
3102113	Protocerebral_DAN_input_c 20.2.0#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 20.2.0#5 (17042796)	neuron 3102114 JJ	
3102108	Protocerebral_DAN_input_c 9.4.2#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.4.2#1 (17043060)	neuron 3102109 JJ	
3095038	Protocerebral_DAN_input_c 11.9.5_LHON02#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.5_LHON02#5 (17042229)	LHON-C11A-gamma 3095039 Fionn JJ	
3091438	Protocerebral_DAN_input_c 3.6.0_OTHERS15#9	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.6.0_OTHERS15#9 (17042928)	neuron 3091439 MWP Synge	
3086468	Protocerebral_DAN_input_c 14.3.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.3.1 (17042520)	neuron 3086469 Piquette Plant RT LT	
3085828	Protocerebral_DAN_input_c 11.12.2#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.12.2#3 (17042047)	neuron 3085829 JJ	
3079235	Protocerebral_DAN_input_c 12.3.1#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.3.1#2 (17042275)	neuron 3079236 Helicopter JJ	
3079263	Protocerebral_DAN_input_c 15.11.2#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#3 (17042570)	neuron 3079264 JJ	
3079280	Protocerebral_DAN_input_c 11.12.2#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.12.2#2 (17042045)	neuron 3079281 JJ	
3079348	Protocerebral_DAN_input_c 3.7.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.7.0#2 (17042932)	neuron 3079349 JJ	
3730394	Protocerebral_DAN_input_c 11.9.3#8	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#8 (17042169)	not LHON 3730395 CMM & ASB	
3079451	Protocerebral_DAN_input_c 15.11.2#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#4 (17042572)	neuron 3079452 Bifocals JJ	
3111228	Protocerebral_DAN_input_c 13.6.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.6.0 (17042488)	neuron 3111229 no soma NM	
3080040	Protocerebral_DAN_input_c 12.8.0#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.8.0#5 (17042353)	neuron 3080041 Gila Wilderness JJ JH	
3080426	SEZ_DAN_input_c 7.6.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), SEZ_DAN_input_c 7.6.0#1 (17043106)	neuron 3080427 JJ	
3084067	Protocerebral_DAN_input_c 14.3.4#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.3.4#1 (17042524)	neuron 3084068 JJ	
3084733	Protocerebral_DAN_input_c 11.12.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.12.1 (17042041)	neuron 3084734 JJ	
3084758	Protocerebral_DAN_input_c 10.2.2#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.2.2#1 (17041997)	neuron 3084759 JJ	
3085788	Protocerebral_DAN_input_c 13.12.3#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.12.3#1 (17042389)	neuron 3085789 JJ	
3085805	Protocerebral_DAN_input_c 2.3.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 2.3.0 (17042782)	neuron 3085806 JJ	
3080050	Protocerebral_DAN_input_c 15.11.2#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#5 (17042574)	neuron 3080051 Sergeant Pepper JJ	
3111463	Protocerebral_DAN_input_c 3.8.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.8.0#3 (17042948)	neuron 3111464 NM	
3079369	Protocerebral_DAN_input_c 13.13.2#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.13.2#2 (17042398)	neuron 3079370 JJ	
3112690	Protocerebral_DAN_input_c 11.16.7#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.7#3 (17042131)	Neuron 3112691 Small Wonder JH	
3583714	Protocerebral_DAN_input_c 11.9.3#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#7 (17042167)	not C11A 3583715 CMM & ASB	
3584772	Protocerebral_DAN_input_c 11.9.4#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.4#3 (17042201)	LHON-C11 Ventral 3584773 ASB	
3597226	Protocerebral_DAN_input_c 12.5.3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.5.3 (17042291)	Neuron 3597227 Strike RT	
3615116	Protocerebral_DAN_input_c 15.11.4#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.4#3 (17042632)	Neuron 3615117  SMP.L > [SIP.R]-[CRE.R]-[CRE.L]	
3648551	Protocerebral_DAN_input_c 13.14.2#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.14.2#2 (17042414)	neuron 3648552 NS-RP	
3685760	Protocerebral_DAN_input_c 11.9.5_LHON02#9	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.5_LHON02#9 (17042237)	not C11A 3685761 ASB	
3546385	Protocerebral_DAN_input_c 11.9.5_LHON02#8	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.5_LHON02#8 (17042235)	LHON-C11 Ventral alpha 3546386 JH ASB	
3688252	DAN_USN_c 11.9.3#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), DAN_USN_c 11.9.3#2 (17041738)	LHON-C11 Ventral 3688253 ASB	
3701411	Protocerebral_DAN_input_c 11.9.7#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.7#2 (17042241)	LHON-C11 Ventral Beta 3701412 JJ-ASB	
3708280	Protocerebral_DAN_input_c 11.9.4#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.4#5 (17042205)	not LHON 3708281 ASB	
3716873	Protocerebral_DAN_input_c 13.13.3#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.13.3#1 (17042400)	neuron 3716874 TY	
3718794	Protocerebral_DAN_input_c 9.4.1#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.4.1#1 (17043054)	[SP.R] 3718795 Salt NM- ASB	
3730381	Protocerebral_DAN_input_c 11.9.5#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.5#2 (17042217)	not C11A 3730382 ASB	
3112284	Protocerebral_DAN_input_c 13.9.1#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.9.1#1 (17042498)	neuron 3112285 NM	
3695344	Protocerebral_DAN_input_c 11.9.4#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.4#4 (17042203)	Putative C11A alpha 3695345 ASB	
3546329	Protocerebral_DAN_input_c 11.9.5_LHON02#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.5_LHON02#4 (17042227)	not LHON 3546330 ASB	
3718354	Protocerebral_DAN_input_c 15.11.2#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#7 (17042578)	neuron 3718355 Tivoli Theater NM	
3546305	Protocerebral_DAN_input_c 11.9.5_LHON02#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.5_LHON02#1 (17042221)	LHON-C11 Ventral 3546306 ASB	
3546325	DAN_USN_c 11.9.5#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), DAN_USN_c 11.9.5#3 (17041744)	LHON-C11 Ventral 3546326 ASB	
3205031	Protocerebral_DAN_input_c 3.10.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.10.0#1 (17042814)	Putative aSP23 - 3205032 FW CMP NF	
3294837	Protocerebral_DAN_input_c 3.7.0#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.7.0#4 (17042936)	Neuron 3294838 JAPAN-NM	
3307445	Protocerebral_DAN_input_c 12.8.0#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.8.0#6 (17042355)	neuron 3307446 Baily's Beads CMM	
3336466	Protocerebral_DAN_input_c 13.14.4#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.14.4#1 (17042420)	neuron 3336467 FW-B1	
3336470	Protocerebral_DAN_input_c 13.14.2#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.14.2#1 (17042412)	neuron 3336471 JJ- FW-B6	
3275466	Protocerebral_DAN_input_c 13.15.1#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.1#4 (17042432)	Neuron 3275467-FW-A9	
3183911	Protocerebral_DAN_input_c 15.12.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.12.2 (17042636)	SMP.L-SMP.R 3183912 Holly Blue KJH	
3350576	Protocerebral_DAN_input_c 13.14.3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.14.3 (17042418)	neuron 3350577 NF FW-B8	
3443595	Protocerebral_DAN_input_c 12.5.4#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.5.4#1 (17042293)	Neuron 3443596 Casiono Royale JH	
3507280	Protocerebral_DAN_input_c 11.4.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.4.1 (17042137)	Al Casbah 3507281 ASB	
3546280	Protocerebral_DAN_input_c 11.9.5#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.5#1 (17042215)	not C11A 3546281 ASB	
3341870	Protocerebral_DAN_input_c 13.9.1#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.9.1#2 (17042500)	neuron 3341871 FW-B4	
3546288	DAN_USN_c 11.9.5#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), DAN_USN_c 11.9.5#2 (17041742)	LHON C11 3546289 ASB	
7918690	aSP-g2_L#4	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), aSP-g2_L#4 (17678386), FBbt:00051555 (17678558)	aSP-g candidate L 7918691 IT	
7899781	aSP-g2_L#3	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), aSP-g2_L#3 (17678384), FBbt:00051555 (17678558)	aSP-g candidate L 7899782 IT	
7856299	aSP-g3_L#1	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), aSP-g3_L#1 (17678394)	aSP-g candidate L 7856300 IT	
7710838	Multiglomerular mALT lvPN#L2	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), Multiglomerular mALT lvPN#L2 (17678424), FBbt:00049785 (17678570)	T2 nc mPN mALT left 7710839 Four-Seven-One-One ARJ	
7552826	G2N-SLP1_L	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-SLP1_L (17678450)	SEZ lALT PN LHS 7552827 IT They hatin'	
5864214	pGRN_R	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), pGRN_R (17678464)	pharyngeal RN R 5864215 IT	
7423477	Multiglomerular mALT lvPN#L5	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), Multiglomerular mALT lvPN#L5 (17678416), FBbt:00049785 (17678570)	T1b nc mPN mALT left 7423478 Blue Stratos ARJ	
7414898	Multiglomerular mALT lvPN#L7	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), Multiglomerular mALT lvPN#L7 (17678420), FBbt:00049785 (17678570)	T1b nc mPN mALT left 7414899 Le Male ARJ	
7108314	pGRN_L	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), pGRN_L (17678462)	pharyngeal RN L 7108315	
8415303	aSP-g3_L#3	17675931	Paper: Taisz and Galili et al 2022	Paper: Otto et al 2020 (15754388), Paper: Taisz and Galili et al 2022 (17675931), aSP-g3_L#3 (17678398)	aSP-g candidate L 8415304 KMS	
6762450	LHAV2a2_R#2	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), FBbt:00049338 (17678566), LHAV2a2_R#2 (17678594)	AV2a2#1 6762451 Swan ASB	
7430367	Multiglomerular mALT lvPN#L4	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), Multiglomerular mALT lvPN#L4 (17678414), FBbt:00049785 (17678570)	T1b nc mPN mALT left 7430368 Vetiver ARJ	
7414916	Multiglomerular mALT lvPN#L6	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), Multiglomerular mALT lvPN#L6 (17678418), FBbt:00049785 (17678570)	T1b nc mPN mALT left 7414917 Drakkar Noir ARJ	
11464526	G2N-SLP3_L#2	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-SLP3_L#2 (17678456)	unilateral median SEZ PN LHS #1 [FLAa2] 11464527 SB	
9165878	G2N-SLP4_L	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-SLP4_L (17678466)	t2ALT SEZ PN 1 LHS 9165879 BM	
9484087	G2N-SLP3_L#1	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-SLP3_L#1 (17678454)	unilateral median SEZ PN RHS #2 [FLAa2] 9484088 IV	
11322700	aSP-g3_L#2	17675931	Paper: Taisz and Galili et al 2022	Paper: Otto et al 2020 (15754388), Paper: Taisz and Galili et al 2022 (17675931), aSP-g3_L#2 (17678396)	aSP-g candidate L 1033568 GSXEJ KMS	
11463951	G2N-aSLP_L#1	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-aSLP_L#1 (17678428)	Gustatory ascending neuron 11463952 Grasmoor SB	
11483002	G2N-aSLP_L#2	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-aSLP_L#2 (17678430)	Gustatory ascending neuron 11483002 Kirk Fell SB	
11490387	G2N-aSLP_L#3	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-aSLP_L#3 (17678432)	Gustatory ascending neuron 11490388 Glaramara IV	
11491648	G2N-aSLP_L#4	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-aSLP_L#4 (17678434)	Gustatory ascending neuron 11491648 Pillar BM	
11491723	G2N-aSLP_L#5	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-aSLP_L#5 (17678436)	Gustatory ascending neuron 11491724 Harrison SB 	
11491809	G2N-aSLP_L#6	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-aSLP_L#6 (17678438)	Gustatory ascending neuron 11491810 Fairfield IV	
11491851	G2N-aSLP_L#7	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-aSLP_L#7 (17678440)	Gustatory ascending neuron 11491852 Scafell SB	
4520615	Multiglomerular mALT lvPN#L3	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), Multiglomerular mALT lvPN#L3 (17687349), FBbt:00049785 (17678570)	T2 nc mPN mALT left DA1 4520616 Sandalwood ARJ	
11495175	G2N-aSLP_L#8	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-aSLP_L#8 (17678442)	Gustatory ascending neuron 11495176 Yewbarrow SB	
9040832	G2N-SLP5_L	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-SLP5_L (17678470)	t3ALT SEZ PN 1 LHS 9040833 IV	
4520197	Multiglomerular mALT lvPN#L1	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), Multiglomerular mALT lvPN#L1 (17678422), FBbt:00049785 (17678570)	T2 nc mPN mALT left DA1 + 4520198 Patchouli ARJ	
1086385	aSP-g2_R#2	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), aSP-g2_R#2 (17678392), FBbt:00051555 (17678558)	aSP-g candidate R 1086386 IT	
3927073	mAL3_L#5	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), mAL3_L#5 (17678482)	putative mAL (aDT-b) neuron 3927074 IV	
11968494	G2N-aSLP_L#9	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-aSLP_L#9 (17678444)	Gustatory ascending neuron 11968495 Bowfell SB	
534333	aSP-g2_L#5	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), aSP-g2_L#5 (17678388), FBbt:00051555 (17678558)	aSP-g candidate L 534334 GSXEJ	
1055936	aSP-g2_L#1	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), aSP-g2_L#1 (17678380), FBbt:00051555 (17678558)	aSP-g candidate L 1055937 GSXEJ IT	
1059970	G2N-SLP2_L	17675931	Paper: Taisz and Galili et al 2022	Paper: Otto et al 2020 (15754388), Paper: Taisz and Galili et al 2022 (17675931), G2N-SLP2_L (17678410)	bilateral median SEZ PN LHS 1059971 IT	
1064624	G2N-SLP2_R	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-SLP2_R (17678412)	bilateral median SEZ PN RHS 1064625 IT KMS	
1064687	aSP-g2_L#2	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), aSP-g2_L#2 (17678382), FBbt:00051555 (17678558)	aSP-g candidate L 1064688 IT KMS	
1064853	aSP-g2_R#1	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), aSP-g2_R#1 (17678390), FBbt:00051555 (17678558)	aSP-g candidate R 1064854 IT	
1064888	aSP-g1_L#1	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), aSP-g1_L#1 (17678364), FBbt:00049330 (15980478)	aSP-g candidate L 1064889 IT	
1070581	aSP-g1_R#1	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), aSP-g1_R#1 (17678370), FBbt:00049330 (15980478)	aSP-g candidate R 1070582 IT	
1074687	aSP-g1_R#2	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), aSP-g1_R#2 (17678372), FBbt:00049330 (15980478)	aSP-g candidate R 1074688 IT	
1079881	aSP-g1_R#3	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), aSP-g1_R#3 (17678374), FBbt:00049330 (15980478)	aSP-g candidate R 1079882 IT	
1083904	aSP-g1_R#4	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), aSP-g1_R#4 (17678376), FBbt:00049330 (15980478)	aSP-g candidate R 1083905 IT	
4311394	mAL3_L#6	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), mAL3_L#6 (17678484)	putative mAL (aDT-b) neuron 4311395 IV	
1100594	aSP-g1_L#2	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), aSP-g1_L#2 (17678366), FBbt:00049330 (15980478)	aSP-g candidate L 1100595 IT KMS	
1102458	G2N-SLP4_R	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-SLP4_R (17678468)	t2ALT SEZ PN 1 RHS 1102459 RJVR ARH	
1168923	aSP-g3_R#2	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), aSP-g3_R#2 (17678402)	aSP-g candidate R 1168924 IT	
1180353	mAL3_L#1	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), mAL3_L#1 (17678474)	putative mAL (aDT-b) neuron 1180354 KM	
1181286	mAL3_L#2	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), mAL3_L#2 (17678476)	putative mAL (aDT-b) neuron 1181287 DG	
1316642	AD1g1_R	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), AD1g1_R (17678362), FBbt:00051561 (17678548)	GF input neuron 1316643 MAR SMA JSP - unclassified type 123	
1334561	mAL3_L#3	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), mAL3_L#3 (17678478)	putative mAL (aDT-b) neuron 1334562 IT	
1811965	LHAV2a2_R#1	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), FBbt:00049338 (17678566), LHAV2a2_R#1 (17678591)	AV2a2#2 1811966 KM	
2255652	G2N-SLP5_R	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-SLP5_R (17678472)	t3ALT SEZ PN 1 RHS 2255653 KM	
2390280	mAL3_L#4	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), mAL3_L#4 (17678480)	putative mAL (aDT-b) neuron 2390281 KM	
2686821	G2N-SLP3_R#1	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-SLP3_R#1 (17678458)	unilateral median SEZ PN RHS #1 2686822 RJVR Jokanaan	
3781311	G2N-SLP3_R#2	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-SLP3_R#2 (17678460)	unilateral median SEZ PN RHS #2 3781312 KM RJVR IT Herod Antipas	
3917175	G2N-aSLP_R#1	17675931	Paper: Taisz and Galili et al 2022	Paper: Taisz and Galili et al 2022 (17675931), G2N-aSLP_R#1 (17678448)	Putative TPN 3917176 Marius SD	
